Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
HMCES	26.45844205	30.76222876	26.86125209	26.72520885	27.31553135	26.83897517	30.64805815	26.4834444	26.63332115	28.17017203
LIX1L	29.44130146	34.5000874	30.21383487	31.65454241	29.97740119	28.64549683	36.73461592	29.61330985	29.93006899	32.1466389
ZNF346-IT1	1.602701038	2.066600965	1.291675953	1.548135764	1.870047703	1.420024648	2.22799624	1.366619604	1.534323308	2.221361559
DDX6	80.70880649	63.28208856	80.71595831	75.45530527	80.13874065	82.66949832	70.23785604	78.93346939	78.65425034	76.24926458
UBB	332.7660552	272.6807653	336.9061461	294.4108751	341.2784177	332.6249002	269.0030199	347.5802927	329.2643047	333.6470336
EZR	77.31419966	70.20110215	78.28749206	73.14074262	79.8399959	75.97360272	67.79138434	81.63092706	78.78793529	73.9128554
PTP4A2P1	3.089549486	2.748156459	3.755349321	3.058197058	3.805190627	3.223600614	4.199307889	3.631445468	3.068914106	2.077298361
ZNF609	17.38127318	31.0713	17.89424425	20.82213128	17.96925094	17.46823811	28.40591827	18.24219412	17.45232824	21.43384682
COL9A2	2.296470473	3.145941131	2.230688681	2.884773243	2.057633647	2.047296119	3.035158281	2.243153667	2.276639235	2.937802598
RNU1-109P	0.641252564	0.960879809	0.503557606	1.094789885	1.316312867	0.312901024	1.575564498	0.681252329	1.814398198	1.125792083
RAPGEF6	1.958661798	2.073912347	2.027874724	2.818756172	2.127319236	1.966554832	2.588831727	1.685059278	1.994099672	2.76975188
TXNDC16	4.58530059	6.131033106	4.219325424	5.356230082	4.471217578	4.900433781	7.505108309	3.893393685	4.540176135	5.274880645
TMEM147-AS1	3.960439452	4.67858554	4.034961112	4.121630893	4.323709347	3.718089633	4.378008815	3.895119713	4.17107031	4.095306678
FAM81A	2.68508285	1.12738044	2.643677431	2.540289283	2.904148571	2.893067667	1.160942262	3.204919862	2.958497466	2.87145349
POR	12.32283807	14.38154731	12.56373244	11.80098749	12.56361366	11.52636172	11.967632	13.02558757	13.13718884	10.57197464
NDST3	24.77017503	10.01347314	23.97841839	17.44423042	24.93877834	25.41450454	11.17616881	23.4347985	24.30781078	17.12348954
ZNFX1	12.69141253	13.25926203	13.01201023	11.89749094	14.20917031	12.22936688	12.4282153	14.62864688	14.32800973	11.55365198
MACROD1	8.499019658	16.74315868	9.687174421	14.96887833	9.020670088	8.306439359	15.41596481	9.839137154	9.017862163	15.00876986
AC078899.1	2.558787128	1.787966228	2.732915488	2.738822459	3.57603883	3.648663588	2.703721863	3.281796556	2.604465261	2.723276797
CHMP5	28.50723169	32.34227167	28.8413455	28.89193582	27.31910835	30.83665974	32.84170404	26.43046688	27.75417335	28.9208335
XPA	9.610894247	7.258646227	9.054261404	9.059317183	9.076326242	10.87479213	9.309159179	9.072397253	9.297072582	9.455160966
PPARA	4.110400062	9.984257433	4.089963393	7.236265399	4.363626541	3.847226879	9.187850382	4.211495762	4.132362238	7.12797031
SP2	12.8187998	8.280777096	12.04769061	9.480008479	12.53964181	12.51754033	7.258478813	12.62005305	12.77423873	8.668338608
RNU2-35P	0.774470526	0.298414082	1.433543396	1.794453139	1.226395721	0.485877999	1.902882475	0.352620043	2.280775199	2.330865298
MT-ND2	636.7502568	325.700355	589.8927266	405.6945121	561.9241096	626.3153921	348.3751529	570.6547398	574.6435904	467.5291892
AC015813.1	3.137479586	4.331406876	3.237133186	4.740206035	4.233024676	3.219361903	4.152790289	3.216543979	3.804587834	4.74009249
C16orf87	6.518386177	6.469198769	6.383061637	6.973027861	6.578083655	6.7197152	7.29167567	5.822841307	6.270607883	7.126165201
MYORG	1.332983749	1.266358211	1.297439955	1.601769131	1.584720638	1.27351736	1.263359807	1.486032496	1.453882595	1.867458039
YWHAZ	198.8413862	134.1115037	195.5480037	153.4363252	191.9789143	203.749902	145.9024364	188.3649059	191.245107	150.7492017
CEP126	1.301793655	0.621272601	1.289205353	1.19688277	1.367224741	1.305234124	0.684614965	1.328529034	1.24881465	1.174031187
AC020904.2	1.280199845	3.292150398	1.385990265	1.89636762	2.063669412	1.763794389	3.145464894	2.380097261	1.483914643	2.032698886
B3GNT2	13.21837297	23.81951792	12.79516896	25.58372491	13.02134256	13.37745374	23.69766559	12.640426	13.16539424	24.91961774
EEF1B2P3	26.97233128	54.06224432	31.25232243	34.49718452	34.3330507	39.4497581	53.17646374	39.38804025	29.08255518	35.69782085
RGL2	10.15010252	12.91046208	10.26250749	9.335956837	11.38537906	9.069051541	13.02261727	10.50659993	11.16362372	9.643190555
GSEC	2.024750067	3.529690603	1.899890509	2.724419783	2.045719263	1.919030593	3.288448838	1.764589365	2.030794313	2.693121885
PRR7-AS1	1.56894858	0.514673679	1.323622573	1.122122696	1.096749749	1.024212462	0.416748504	0.630687041	1.516895659	0.614171996
WBP4	13.03960772	10.45765573	12.89512342	12.52383697	12.33266093	12.21178796	11.6062626	12.09864767	12.07851262	12.68213267
FARP2	11.77848268	8.98732353	11.70148733	11.10706307	11.48545374	11.88399637	8.630404578	11.46194407	11.66315504	11.75357562
ALDH1A2	123.5029907	376.0209919	124.1785305	267.5710862	110.1212759	126.2167466	379.7953581	110.9028158	110.3423812	268.1520358
C4orf47	0.817399101	1.195761541	0.979139789	1.821270827	0.784912487	1.15599545	1.327558975	0.853668042	1.007998999	1.678264123
NDUFB1	19.48219576	25.08155805	19.99119918	24.82023362	19.20463936	19.42685796	25.10679167	20.38441889	20.42320912	25.85415722
CSTF2T	21.16929175	25.94382499	20.86961417	21.98976051	21.68966537	20.60887194	26.39166372	21.21056749	21.46154948	21.09915147
TMEM70	19.86257726	8.188568557	19.79895824	14.55297406	16.82632633	20.47430587	9.460365376	15.44216647	18.52614852	13.86560876
MICU2	16.76084519	9.299226577	16.42445963	16.84045295	15.24374097	17.95935682	12.00020133	14.93749635	15.78670814	16.92226754
MRPL9	66.70827648	49.31434351	69.54293875	55.57574396	65.76482369	72.23334995	50.26723855	70.15632417	68.6535837	57.24772978
KDM1A	121.4026213	96.45703977	118.466742	111.9931016	119.065555	122.0732379	96.1467168	119.2207033	119.2041972	110.8283005
UBE2S	99.61153174	113.8550203	100.4111871	85.25713663	95.35768545	87.64309999	100.3875938	104.2205582	102.7751289	85.33253223
ZCCHC10	11.43313188	7.820657394	11.66647966	10.20082604	11.09364912	12.55499278	8.940554781	10.91108544	10.92244507	10.35739002
BORCS8	3.050371511	2.287948887	3.197720159	3.133384571	3.783100266	3.140644609	1.983302526	3.497912004	3.575316297	2.886478537
PLEKHJ1	16.33735625	10.68018917	15.90276501	15.03947494	16.34374218	15.42603144	11.41291953	16.87172164	16.08484952	14.86701407
MOB2	5.286394008	6.991263407	5.282357362	5.488694941	5.492806879	5.086564002	6.956509414	5.584594941	5.15594346	5.956961745
SNRPD2	186.2265769	240.1081874	191.5477803	205.6926109	196.1180531	200.3729949	226.93812	201.4552357	196.1996772	213.6143621
EIF4ENIF1	16.10611243	14.3237144	16.22194814	14.717813	16.65810855	16.22635272	12.94372074	17.01139611	16.39587438	14.09700393
NINJ1	6.374227729	6.978804606	6.476096293	5.586886782	7.163054966	6.039020654	6.820965555	7.28260757	7.184157128	6.044603294
ANKRD20A11P	3.427863281	3.621485428	3.325756166	3.481782332	3.529503315	3.248336903	3.603621626	2.941188256	3.295644184	3.472782356
PRKAG1	27.93011166	29.53395123	27.2143265	26.24861203	30.45610098	29.05182824	31.28473821	29.85083362	28.91070497	28.02439649
KRT8P46	1.784804646	2.436699556	1.505375928	1.805712349	1.818284071	1.451500894	2.246781492	1.931250027	1.870382434	1.711780283
SPECC1	2.532486379	3.009776126	2.587117752	3.180887579	3.107197552	2.785350042	2.667397956	2.969558211	3.075642537	3.113265674
PALD1	8.925442814	6.498694862	9.301042137	7.843065237	8.94036273	8.46594106	6.213055752	9.344609627	9.104067659	7.897639034
EEF2K	7.814994747	10.49155284	7.636933006	9.968647922	7.757705363	7.041224688	9.992098858	7.474483596	7.643134013	9.535107414
DDX5	270.4805576	172.9345784	267.7354896	245.2927405	265.9809525	278.1823877	181.8160374	255.3982434	259.890379	247.102882
ZNF580	8.513407278	13.82704357	7.436988297	10.79493612	8.819064872	7.005903422	11.14848025	9.513786549	8.22537812	11.997402
RINL	6.365448723	6.720659844	6.438884731	7.262559714	7.238773782	6.324887984	6.513501108	7.351978001	6.70342408	7.197632768
RPS10P3	4.834057788	9.492870084	5.394386337	6.054032932	6.384650326	4.702066301	8.595437901	7.568244494	4.97490356	4.606289973
VPS51	30.55347967	48.60654389	30.18918681	36.90719373	30.59900594	27.02572357	42.56155687	31.8885485	31.05750601	36.81733566
ANXA1	12.78049162	11.70790072	13.44577453	14.03650481	11.14212065	15.14821991	12.09240403	12.73146187	12.25519615	14.21548212
PRDM2	19.04355711	17.2279096	19.00577149	17.43773129	19.52732024	19.32752701	16.49422178	19.2833279	19.24272242	17.88646916
EMC4	36.51820599	28.94247085	36.49819946	31.7245057	36.05445488	37.47605802	31.52728753	36.79555514	37.88533532	31.88517516
RBM11	1.34077155	1.595436732	1.040483487	1.46768895	1.204505569	1.281527613	1.046421602	1.29872275	1.004203822	1.433096021
POLR1E	29.37736509	26.53256855	29.23226453	22.86337781	29.45440489	29.52934981	26.39229576	29.15066184	29.52975801	23.05297933
MIAT	1.442043809	2.559560999	1.52526869	1.346009786	1.951576903	1.367241431	2.45468382	1.573133397	1.722363506	1.390924276
GNAI3	14.79174112	9.906507217	14.52590254	14.12147611	13.48752033	15.31350206	11.41735497	12.64350539	13.36363254	13.75588093
BAHD1	16.57528519	12.83332495	16.38371929	12.56929435	16.58843421	15.09634498	10.69432124	16.75703965	17.40876915	13.66975192
EPN2	2.99957702	6.866729996	3.195099371	5.319316815	3.328912274	2.870646883	6.545821957	3.121579009	3.175848703	5.206643931
SRP14	136.1592944	98.39486531	136.0560675	122.4743597	125.9552609	140.6611741	111.6299415	129.662287	128.3528634	116.9088295
LRRC37A	1.013592762	1.312360994	1.072382191	1.113928089	1.20726002	1.035075621	1.103534261	1.147746342	1.181268906	0.935025016
H2BC4	1082.464006	1098.208198	1102.228953	887.559367	1007.921935	1099.971263	1041.767311	1120.479172	1037.320909	902.3552396
SETMAR	12.26372561	5.677725911	13.02143697	9.914279173	12.7203346	12.18162239	6.41512078	12.77592118	13.28825729	10.39825438
SLC30A6	5.26056436	2.958769658	5.265536341	4.54857338	4.980985829	5.585735201	3.822965303	5.090182462	5.147450182	4.495812742
BCDIN3D	3.418754756	2.075393161	3.826202705	2.95162276	3.478885154	3.564511047	1.818785552	3.709615323	3.614173223	2.949707867
SNORA55	5.818773263	3.766648853	4.523625826	8.54341588	10.17656103	6.984646194	3.431229352	6.181734094	8.749431308	11.33922803
VPS8	13.67797944	10.9036536	13.87472316	12.68840219	14.3311966	14.24003447	11.99264628	13.44646587	14.2647936	13.16520935
SNX33	1.417535191	1.21620582	1.445399745	1.290503073	1.658830569	1.365178331	1.099862945	1.67282267	1.585614421	1.297749015
PRKDC	72.33640039	39.69757955	70.36416879	85.91761998	83.66893982	71.14258942	38.24568975	81.29933384	82.45980782	86.34536276
ZNF382	3.816475865	4.693625835	4.05812097	4.200645486	4.159649721	4.077660383	4.598263064	3.946417266	4.061174276	4.511507781
GRB2	56.30821737	46.54144655	56.62886086	51.29622006	54.62984324	54.79732678	46.13733675	57.02314008	56.31057061	52.3678988
ZNF610	1.436067664	1.494215802	1.425467975	1.588588472	1.569976857	1.787263655	1.731179136	1.57135829	1.630535867	1.473049414
SPTAN1	74.57846974	77.38723066	74.37248709	85.42761071	82.72903733	72.23349294	70.58235369	83.22280001	81.91838819	86.41153483
DENND10	10.35716959	11.7632883	10.3027726	11.45804617	9.986110554	10.49512507	13.34468043	10.21264427	10.91621227	12.15300313
CALU	36.25451543	34.31183925	37.11690983	33.73932033	35.83718023	38.8952135	37.94160372	35.55565349	35.294972	33.40626597
HOXA5	6.811100583	3.450881883	6.515794195	5.364470436	6.256821281	5.701356445	3.906362159	6.306479267	6.593762072	5.029155918
IRGQ	9.168488126	6.070002268	9.164020518	7.172936722	9.811756698	9.111429052	6.257520746	9.540486923	9.746887168	7.155347329
SLC35E3	1.610784322	1.617170153	1.620636024	1.781396486	1.722942278	1.574136511	1.75777415	1.574699266	1.603902616	1.75558007
DCTD	59.28155578	34.11615457	61.0257811	52.33895091	58.55963556	60.18957436	36.54598555	56.08983264	56.74778784	50.56216545
SNRPGP10	11.80047218	5.084975951	9.951976818	8.225521336	12.8998661	17.58086554	6.176212834	16.39395882	10.58398949	8.45845118
RPL5P4	3.298180511	3.300069043	4.323576295	3.345225639	3.996628944	4.698283041	2.96263031	4.01254546	3.225369256	2.848469979
FAM214A	4.617367724	6.142345678	4.249466685	6.951021333	4.405346429	4.850170384	7.064295725	4.065399246	4.374715654	6.859421726
ACTN1	52.26812055	61.4286515	52.17558158	54.29890808	57.71406716	49.47521504	56.32457681	60.94205818	58.72687568	54.03079408
SHF	4.744627719	8.378910373	4.885515893	6.27106594	5.549522396	4.774431567	7.797468702	5.334341985	5.433396842	6.172830568
SPRED2	12.99547489	19.83241893	12.98145656	19.31696065	12.61440768	12.81976753	18.73262163	12.75716216	13.50319384	18.99727428
ZC3H8	6.276809081	3.207596846	5.854498153	4.01971096	5.973741455	6.264791508	3.622969383	5.659874872	5.765148652	4.501018778
CNTRL	15.00104055	22.55010549	14.0629144	19.44620533	14.90641838	15.57934608	22.27387461	14.71438328	15.01461882	18.97966405
UBE2D4	6.809805916	5.884797633	7.454347111	5.062028545	7.614549288	7.721905372	5.738821568	7.4106293	7.659703892	5.018355327
AC117382.1	1.872369643	1.122254966	2.104077517	2.002490677	2.73017714	2.457344618	1.692113105	2.149211114	2.035605649	2.267005974
TTC24	7.679039428	8.566543027	8.076071953	7.712262361	7.604808842	6.882261927	7.431478035	7.866680569	7.934033016	8.295206649
FANCC	6.507344994	3.783464249	6.850993343	5.917038929	6.244861136	6.80631275	3.934107696	6.328065648	6.007428178	5.829320513
PPIF	54.34352669	25.96646417	55.21385323	36.80744913	51.89905145	55.71519055	25.17172352	52.05577477	52.62498379	37.34107769
ACSF3	38.66798632	81.5242049	39.94815022	51.39422496	41.60758093	37.45238053	73.58447306	40.16938366	40.72936262	50.47842416
SAP30L	9.525477653	8.977382765	9.885686601	9.252302082	9.566966175	9.816542396	8.737568681	9.326272786	9.280712785	8.809709838
ARL17A	1.255776076	2.311940611	1.253250366	1.662965368	1.44698994	1.188958231	2.371161451	1.015705375	1.297457391	1.539051414
TUB	4.066008885	7.804326938	4.335713025	7.166499683	4.242244561	4.167870771	7.738234078	4.104690622	4.478283837	7.176859022
SNAI3-AS1	5.607289639	7.264581342	5.174949934	5.636422331	5.434714642	4.710593157	7.085853338	5.008569349	5.124970215	5.226579493
ARID4B	20.23970708	18.57445134	20.24814582	20.91181393	19.58114846	21.89070529	20.89035788	18.43402962	19.46561228	21.52460434
AC005786.3	0.611743596	1.524992788	0.753331091	1.234302932	1.095917828	1.261849528	1.776344399	0.945312966	1.079004946	1.171620787
KIF18A	10.57494351	14.0546599	10.73950437	13.8507581	10.27798813	11.65728012	15.91725908	9.930394093	9.946534105	13.66987353
DECR2	6.194369151	3.507257904	6.11174118	5.482842602	6.925388832	5.677059488	3.070134895	6.710269361	6.846229474	4.795399277
AC027097.1	1.246241868	0.578298186	1.477428738	1.173649494	1.307151222	1.482997126	0.829711294	1.383772002	1.355227313	1.101017743
BEND3	5.56744843	2.42420705	5.940526743	4.11364749	5.973021859	5.796216379	2.459718066	5.917240602	5.560173376	4.29024237
FBXO43	2.342145483	4.081499102	2.316056056	3.19646743	2.249562539	2.391533242	4.511382457	2.303928504	2.173938454	3.096618897
VPS41	13.99308614	10.25710472	14.52577461	13.38139384	14.69249355	15.31381656	10.93286735	14.14459748	14.42018848	13.78152974
CLCN5	3.955649038	2.764059939	3.676249502	3.607537375	4.132985394	4.036293197	2.68849787	4.052130368	4.101243571	3.663307166
DESI2	32.34047237	21.90648091	31.79652263	27.94078484	28.45870385	33.11469629	26.16664729	27.49371251	28.38469473	26.64465679
EPHB6	11.58079732	17.77390097	11.37039127	11.43098203	12.50341977	10.93837115	15.62789168	12.42810369	12.02527488	11.20417185
AC131009.4	1.941263149	1.891442204	1.627229039	2.21978087	1.779291876	1.546432389	2.129728563	1.736214628	1.883220198	2.686858087
U73169.1	1.41267765	2.155303158	1.109336034	2.229105563	2.056245686	0.877316495	2.419156934	1.18244614	1.81687013	1.465523617
NFYC	43.04316245	27.12011084	42.62664147	33.01430864	41.46736474	41.09120064	27.36234791	42.65553488	41.19827985	30.7801465
LARP4B	22.44760358	22.16214573	23.03674711	21.8114348	22.52014189	22.10729956	21.66024667	21.97807068	22.4729176	22.12611898
CHST10	13.37114951	8.235420057	13.26655507	11.62082637	13.94622875	12.90930515	7.925851262	14.87190065	14.12484203	11.90158278
BHLHE23	3.448325044	4.850852177	3.484051714	3.362309994	3.716186591	2.45865606	3.286773622	3.900282372	4.39781285	3.640185326
EIF3K	92.72502406	98.99161925	92.4171457	89.10801778	91.83499249	94.02062706	92.82354536	95.5909447	93.77717768	91.66255128
MTHFD1	51.47821056	22.43944847	51.35112563	39.58993353	51.55781528	52.98299682	21.69129636	53.29799689	52.3222487	40.37102138
HERC1	9.682588802	14.55062376	9.728391984	11.85446657	11.42372823	9.93810261	13.1905447	10.82911924	11.23740127	12.14478674
PITX1	6.88392996	7.549012223	6.746637655	5.669765502	6.82252225	5.796300679	6.57395354	7.520448525	7.874814257	4.956953585
NEURL1	7.381911032	4.803263097	7.704291299	6.07451045	7.880759644	6.909063503	4.223418604	7.614108086	7.949032437	5.917258698
TCTN1	2.877866548	1.547064434	3.328307604	2.78164807	3.346793485	2.906879507	1.476553615	2.926520161	3.209144068	2.663826276
BCR	31.05541827	35.09888678	30.8756424	27.47086549	31.3995635	27.50090007	31.74949451	31.30210326	31.54974451	26.80727045
DOHH	10.7025162	6.241249553	11.10554456	7.13538467	10.0096522	9.118411495	5.320546365	10.69794142	11.34642095	5.84335899
AL133520.1	3.119693722	0.70624666	3.331033563	1.705135246	2.957755013	2.92406007	1.047750391	2.598977634	2.558301459	1.300289855
INVS	6.605739473	6.732202182	6.121973059	7.082152618	6.764724554	6.330734668	6.053874127	6.482678633	6.780928857	7.19821848
TSC22D2	3.697378116	4.852675633	3.523955177	3.435156006	3.667336866	3.4165375	4.537057908	3.755927197	3.759337417	3.47184831
RPLP0	462.6497414	911.1972055	468.0217147	628.1358021	445.9191459	442.3718839	864.5297533	471.9578621	460.4415322	631.7384878
TIMM17B	24.02871558	32.33574367	23.10795535	24.18049092	23.32613222	22.81761094	29.65835188	24.88309798	25.23533409	24.80205424
NDUFS7	11.52592806	13.83435883	11.52962607	10.76692069	11.25421126	10.09513335	11.46798803	12.41879496	12.09340268	10.02542964
PER2	10.64780785	10.69554111	10.59294198	9.417252177	10.02368122	10.17977871	9.71688657	10.84371115	10.77377137	9.603950506
SLC35E4	1.877989375	1.704827527	1.975854854	1.955904598	1.946208038	1.814946985	1.777005143	2.130725369	2.292037646	1.808562116
ZDBF2	1.889308182	2.166106421	1.862608412	2.962616401	1.949441087	2.037986962	2.469016462	1.689641986	1.952639737	2.822975823
RPL12	170.027624	348.7834054	180.0059627	228.096104	175.3049276	185.5122778	337.4180451	189.760216	176.1668995	238.0530658
TP53I3	4.257948057	2.597688864	4.433317507	3.894352404	5.490051906	4.340862846	2.475342409	5.048603162	4.667712241	4.33000884
KCTD6	3.252274342	5.160697243	3.769829508	4.35241055	3.678456663	3.660748435	5.173374152	3.441377743	3.613832286	4.196999308
ATPAF2	11.83050066	9.416622132	12.24127667	11.41146705	12.71048983	11.9029387	8.978087164	12.84711681	12.31691212	11.21854727
GADD45GIP1	27.53144839	18.49256376	27.84753265	24.46459313	26.25184735	26.39140605	17.15129765	29.72998256	28.30215029	23.17722063
ARPC1A	6.087643254	4.776763123	6.808054269	5.544190369	6.507012103	6.178410709	5.343673398	5.897655669	6.06940282	5.413515689
CHD7	8.151797518	7.102628825	8.321684266	9.12528499	9.351458161	8.259228239	6.725132663	9.183758022	9.267875956	9.425283412
ENTPD6	13.15349009	18.34451607	13.21645464	14.88823545	13.84755363	12.60867614	16.96803112	13.53067719	13.48994449	14.75873919
OSBPL7	4.995838018	8.097415562	5.036919775	5.356120138	5.331198831	4.495316881	7.021545055	5.329735252	5.753058461	5.437260326
RTRAF	24.18149965	16.97733515	23.32563344	21.05365163	22.5862719	24.80342349	17.45791572	22.5932809	22.80051441	20.12845389
SLC7A5	159.3310646	34.54966101	159.2078718	77.07599534	120.5497583	145.1321279	33.47538535	123.7257254	121.5537275	75.29932992
SSR2	27.35228923	48.70449769	28.80820312	29.78444121	29.51911868	27.63704655	44.52677637	30.24741878	28.97505414	30.90550968
DNAJC5G	1.171644515	0.684016135	1.030586117	1.019639054	1.14318426	1.15826413	0.616873558	1.026497153	1.097864672	1.021799424
PSTPIP1	5.645782706	2.849023062	5.585066284	3.738751293	6.585517228	4.961078625	2.743437883	6.114904536	6.235972183	3.955063101
LCP1	519.9345374	530.0538763	529.1731945	578.6256005	538.0411823	550.7445184	533.7436465	545.4391323	534.877366	590.3395068
RBCK1	18.16853386	28.19643514	17.84571555	22.01737528	17.79177695	15.97634077	26.16880235	17.81812613	18.59819433	21.01620507
RAB40C	7.583672703	10.96527191	7.203486039	7.850324195	7.653066256	6.794545583	9.643231498	7.933907732	7.478885286	8.265438725
SV2A	14.00971339	22.47148463	14.45629002	21.98232061	14.73996806	12.95948418	20.89656295	14.20881042	14.59952318	22.16065656
SNRNP200	102.3465922	104.5331448	103.0857806	107.8896866	107.0344603	101.0655955	96.5569832	109.4151467	109.113958	111.9034044
SOX5	1.403215757	0.223571583	1.367792973	0.625450553	1.372752851	1.339071342	0.141836431	1.188821899	1.413492095	0.643162026
DMXL2	8.208657724	11.83386692	7.896846809	10.15640228	9.607813501	8.247208407	12.51866603	8.550221026	9.214973454	10.05245722
PSPHP1	18.17865026	18.99559982	18.50574202	21.5812029	15.27225527	20.2666353	26.62160704	16.05119232	13.86867588	22.03382148
RNU6-126P	2.898088043	2.057029106	1.796673982	3.255139828	3.005794042	2.456121146	0.749540392	2.268636396	3.884221384	2.008391215
SON	83.64808906	68.07867791	84.1753319	81.1924168	87.93854395	84.96794879	64.50110287	88.19774758	87.70261366	81.5923646
SMARCB1	32.35959816	28.95733752	33.59624596	29.24829985	33.90967499	32.45713704	27.499079	34.55495281	33.71666356	30.50959437
AC004951.1	1.566017113	1.392812277	1.190079872	1.617103226	1.897649113	1.318762114	1.344633689	1.699479952	1.378300882	2.172851117
ZWINT	65.88714765	44.33399482	66.83205761	56.18195389	66.3675416	64.37392072	43.97520229	67.32447478	66.09137422	53.58850685
TMEM109	63.08627059	46.10341042	64.30506315	56.70615649	64.47509401	59.2077373	43.5330173	68.02491695	64.11541212	56.43343477
SAMD4B	22.80987447	22.17042513	22.68274066	19.8689586	23.60598422	21.70556114	19.30493611	24.35827576	23.31756639	19.55574837
ATF7	7.749190609	8.035941725	7.916345196	7.070065954	8.274508705	8.032112911	7.534794185	7.926820922	8.189719432	7.36138708
NCKAP1L	29.52139712	34.41104271	29.88739159	31.34302368	33.01748022	29.83878871	33.68374427	31.63794988	32.68614107	31.86815879
ATP2A3	168.6929407	149.8308289	167.1805513	147.5757369	169.842	153.1912453	133.8488727	171.7037489	171.4093107	145.5679955
C12orf65	6.502280382	10.41680715	7.034462342	7.871386771	6.183849554	7.121872064	9.461617236	7.149317065	7.007037668	7.181787477
FPGS	37.61898057	22.60360369	37.12491678	32.64717122	37.70838704	33.3091634	20.31471056	38.16787757	39.57040412	33.31203492
RFC5	65.40239372	53.32753465	66.90479372	53.5954187	68.35243464	66.90051321	54.03240505	68.30298716	66.98641087	54.09387285
RNU5E-4P	3.27305996	2.11873998	2.313217752	1.899916613	2.418724894	2.299822527	1.286711007	1.251801154	1.270078738	2.758190602
CWC25	16.29465208	13.65057124	16.2551252	14.44314139	16.73155114	16.23448246	13.06429108	16.39137083	16.33668283	14.6363065
AC005696.1	2.056929781	4.400092057	1.838042097	2.936532914	2.402345267	1.453612433	5.141034949	2.59967734	2.924334792	2.241418999
DHPS	3.235584032	3.61262232	2.903131276	3.130936277	3.380819926	2.445164471	3.243085735	2.792121533	3.441960596	2.768444099
PDE6B	3.142137562	4.13412679	3.610876491	4.219613941	3.545496734	3.064092818	3.977820003	3.444997485	3.635987607	4.301263698
ZNF678	5.88668052	5.148664635	5.818380318	6.946559078	6.457483012	6.372094021	6.230976748	5.784982976	5.798088586	6.92534103
KDM4C	9.704363129	15.43274053	9.862221132	12.90399403	10.00083077	9.512197934	14.4639629	9.87075546	9.713990611	12.92171233
SPHK2	14.17272096	8.456645581	14.45667367	10.5463576	13.95568982	12.56888422	7.257300331	14.12621421	14.70368303	9.950943728
ZZZ3	15.55877536	10.96158259	15.69178405	12.86945828	15.35128326	16.44165076	11.89585597	14.90239469	14.71920634	13.33068103
BCL7A	33.15666849	29.60198902	34.06691743	25.10489726	30.25593694	32.84251123	28.01639686	30.71224431	31.0881607	24.90186489
ARF4	47.74047233	33.22579539	47.33355001	39.56338831	42.14412844	48.89816292	35.73214951	42.94123634	43.57615559	38.86619612
ADSS2	29.34301457	13.91485591	30.07273615	22.67039904	27.68801005	31.03635254	16.22615603	25.73827291	28.49102266	23.81975563
TLR3	1.653344203	0.53071237	1.547529216	1.108122114	1.621329804	1.774094186	0.506983389	1.637157508	1.605810275	0.969837593
CEP83	9.615656999	6.403354144	9.112295649	8.88499512	9.197191565	9.55243703	8.294154511	8.381566056	8.708963676	7.722335055
SDF2	20.07736929	16.36681902	19.59512623	17.53846054	20.79166198	21.4387331	16.91325049	21.24268625	20.48498829	18.09677217
SUCLA2	20.11081714	11.85097651	20.0567207	16.2899091	19.4839702	21.00139414	11.85853346	19.18648498	19.91270569	15.25444878
OSBPL5	8.674712937	18.16743484	8.407772255	14.47251722	8.911752332	7.512912719	16.14565239	8.037858301	8.566605294	14.01996728
INPP5F	5.174868404	5.385479324	5.010014759	5.201589824	5.653240811	4.842641907	5.718715587	5.149353121	5.261550103	5.343702605
AL035411.1	5.715047305	6.960112011	6.51723958	6.336294791	7.207099103	7.432759762	6.713274819	8.200204662	5.825795952	6.415791183
RHBDF2	3.666845724	1.15778141	3.599338542	2.220911628	3.553825295	2.977819666	1.147636102	3.955863238	3.308415719	2.126696005
TGFBRAP1	15.65536849	13.52810503	15.16297946	14.13131847	15.24478014	14.72210336	12.70174052	15.34778739	15.20740405	14.46593275
KATNAL2	2.508931133	2.031099969	2.801768062	2.832432973	2.809165448	2.607472482	1.974765597	2.798126788	2.64727784	2.73149536
PMEPA1	17.47076688	30.57360894	17.34399681	34.27781826	18.61549107	16.07183203	28.16790648	18.56728882	18.02440163	34.41613889
AC004678.1	1.200709187	1.307582621	1.254964206	1.039402237	1.249717921	0.990235749	1.204993085	1.221707621	1.291953076	1.157905635
ELAC1	2.550943882	1.002991638	2.686722382	2.323148097	2.76550725	2.309184084	1.222113575	2.574184794	2.550497331	1.946077494
FASTKD2	12.80589586	4.200441994	12.2774239	8.899490213	11.56605992	13.48644438	5.365768934	10.79722013	11.5692214	8.765227286
RPL21	527.6285105	958.3290567	563.0740988	706.4645545	539.4439097	600.6346318	996.198501	555.0317362	548.0896229	744.7622268
DRAP1	84.80392775	104.9835238	90.33985888	75.80438959	91.15443016	83.83224051	94.4971632	98.78809904	91.40925113	76.96241519
