Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
RSKR	2.432407657	2.239318678	2.39907419	2.478152104	2.965054058	2.658331447	2.07743108	2.584135292	2.888991404	2.391114334
AC092687.3	1.55907589	0.43129567	2.166066496	0.81900312	1.821736815	1.697070058	0.392888857	1.996086658	2.084480372	1.263293406
STK24	19.41472456	21.86414721	19.09288072	19.53008786	19.36013448	19.95423413	22.11916838	18.99253768	18.92907116	19.43786284
SEPSECS	6.383626739	5.382515885	6.009405958	6.706806579	5.900229506	6.653311763	7.021612128	5.016606963	6.003043428	6.38298334
PIGBOS1	4.959517974	5.476404185	5.626216058	7.34489199	5.288398496	4.945592935	7.605770571	5.339603793	4.883883284	6.880867445
SLC9A6	8.116543764	9.03972531	7.999403261	8.968311105	8.209366757	8.345825592	10.1177953	7.821187835	7.781578477	8.704265293
CCDC32	3.969312578	4.660698069	3.857500946	4.145193067	3.967166454	4.069984411	4.703179525	4.214186237	4.011592687	4.325559067
CAD	44.06798336	18.11465493	43.75492969	36.69390549	47.28829586	40.84189361	15.75629372	47.20856105	48.07507758	37.81817748
UBE2G2	33.16258319	20.18498518	33.22931971	30.72518983	32.53352175	32.98178666	19.34513668	31.93919688	32.17191385	31.39189511
AGO2	17.14881586	19.57360561	16.75723786	17.9541603	17.87155139	16.21142457	19.24380121	16.6232103	17.45477172	17.56681106
ARHGEF1	68.3842064	65.57681984	69.27142105	56.18342947	71.05804404	61.036581	58.37903996	72.12083028	72.60943017	55.68914349
TRMT12	7.011793155	8.153676889	7.110498065	8.215636645	6.496692872	6.700434459	7.818212326	6.82903756	6.629500256	7.47973301
UROD	15.02729493	10.76216847	15.15601229	13.0473556	15.86538723	14.40347224	10.43571977	15.71484704	15.27302356	12.81049237
FAN1	9.415713012	9.783596055	9.27971122	9.44651513	10.51317124	9.615224717	10.52055424	9.632559097	9.567638168	9.491389908
VAT1	144.4405362	314.1293035	150.9256737	158.7279026	150.3749674	146.126923	300.6727547	154.1800982	151.1671337	159.1605763
RRP15	7.694493978	2.279271255	7.404680032	4.949958877	7.184220341	8.100469558	2.644675811	6.71066444	6.830455648	4.779324475
SNORA80D	2.676635701	3.348132314	3.015750551	2.682235218	3.009968756	3.407144485	4.28903669	2.472693638	2.681277336	2.758190602
NANP	9.782516101	6.759762929	9.075258707	10.44188599	8.517371489	9.863293563	7.947631226	8.571365252	8.921944121	10.61790965
SLC16A10	1.552520326	1.482481136	1.453690806	1.837693926	1.579355178	1.588517373	1.507163585	1.430585559	1.569149989	1.734606249
API5	48.58254024	29.01942126	46.24448844	43.19939223	44.71849717	49.810971	33.12089444	43.65289764	45.22482464	41.05084805
FAU	118.4018413	173.1827221	126.3353587	123.1406236	122.1619058	123.2047782	165.0961205	131.6696865	120.4178426	128.3283491
CRTAP	12.53519928	15.38643216	12.59625109	11.69080384	12.56636691	12.49471435	14.57427024	13.01847892	12.90396146	11.59318324
LINC02319	0.990358544	0.768979171	1.378651268	0.384274387	1.275201663	1.383847366	0.331816592	1.48255342	0.600467025	1.304015614
CWC22	19.89247702	14.81434537	19.10439542	16.70688508	18.14730028	20.32902149	16.86891275	18.59467019	17.9104889	17.91571591
AC040169.3	1.38623716	2.608035051	1.330478184	1.599699109	2.149977683	1.315257981	1.450703586	1.336345459	1.556469042	0.946437952
AP001347.1	2.807164939	4.665893849	2.598028346	3.070877408	2.774633361	2.607156168	4.462916556	2.919616305	3.032169961	2.578038513
RALB	10.59964518	11.27103036	11.19239137	12.4204083	12.0903952	11.58611082	13.03890059	12.01847956	11.55619039	12.39160397
SRP54-AS1	3.230721871	4.403793435	3.437219081	3.402835725	4.13950927	3.051174166	5.505330677	3.210811142	3.222587843	3.567808739
PCMT1	34.08997531	32.33641461	33.40174504	34.13631011	32.12612822	35.87676775	34.76843603	31.43804377	32.80183193	34.24104563
PIGF	2.801906106	2.833983412	2.946774207	3.156712844	2.929920369	3.05622044	3.330398495	2.667416472	2.796453041	3.198191477
ATP13A3	26.71396788	17.36035017	25.31318923	21.17348861	24.40096023	26.95687293	20.8786526	22.64563964	24.01586645	20.15660149
RNU6-781P	0.933308187	0.978955766	0.366450337	1.59340706	0.957910849	1.366231204	3.057531106	0.661017111	1.697629997	1.638529071
SLTM	43.42301429	23.69857434	43.10310545	32.3824559	42.84067815	45.29568888	24.88526254	42.7959019	44.60664014	34.55348423
GIMAP4	40.37929479	58.39516085	38.21982811	32.68327747	42.74863082	40.81741575	64.9375591	40.71839915	42.06931759	30.41809173
RIPOR2	9.155372907	17.83867396	9.167890562	9.757095517	9.756786893	9.24816082	17.69140742	9.588200208	9.928708451	9.350430053
TRBJ2-1	13.35408464	11.58244522	15.54482329	10.99716439	14.70584735	15.63879319	14.28249218	18.52665708	14.47889762	17.37660079
RGL4	2.980831744	1.689460123	2.97247563	2.06544178	3.31286585	2.927268155	1.75692744	3.824855956	3.493640774	1.948761288
AC026740.1	3.614848523	0.874995862	3.041398814	2.288885932	3.889529791	2.96563714	0.536807373	3.713729509	3.877674024	2.144484476
PPIAP22	269.1322845	232.9195812	270.339906	261.7064443	253.1792997	279.7655596	233.545799	283.9762029	240.2055541	258.2065178
AC007683.1	0.930412984	1.816404269	0.688877029	1.248078993	1.178667968	1.478735297	1.306305591	0.903725593	0.967065029	1.19008224
OAS3	9.211191262	4.261667222	8.864471968	9.066109493	9.265853206	8.55593924	4.088851313	9.934990015	9.440424627	9.341651759
NMI	36.36566562	11.34581549	37.9482599	22.52488363	34.89247449	40.55990732	14.23124495	33.56469061	34.30850231	23.90695293
CAVIN4	1.242452716	0.661108881	1.565043386	0.922072468	1.492770173	1.455020062	0.635464119	1.492356013	1.365191155	0.974893063
AC099522.2	1.034709278	2.506036535	0.920312439	1.387984622	0.988296193	0.49458549	1.764039284	0.91978221	0.716979933	1.334608356
AC005262.2	1.772666102	12.0936928	1.473908656	6.023160943	2.440129539	1.933479116	10.16273959	1.440125222	2.276026058	6.773432673
MIR573	10.36905395	4.802477287	9.437928429	7.644370372	10.25539355	5.289591813	3.088106417	8.846061489	9.525590537	8.274571806
GGCT	14.7067233	9.514203708	15.13379766	11.54658252	14.5207042	15.70949585	11.30038941	13.62063432	13.58918443	11.54009799
KMT2E	20.69320869	36.87148458	20.89565087	30.90498854	22.19930696	22.00228568	38.53188551	21.78668058	21.04394147	31.3512914
CYFIP1	12.22146971	13.98008331	12.63086025	15.41715482	12.17228795	11.43509765	12.88219019	12.71484716	12.53705031	14.71021519
CTSV	2.840105986	3.075146044	2.908105823	2.987440235	3.262698411	2.975682279	2.762930724	3.419311556	3.496431489	3.037236726
SNORD69	6.127168246	1.977490648	7.032181967	5.90091748	6.57893171	5.289591813	1.544053208	6.509366001	6.667913376	5.378471674
AJM1	1.353690447	1.210616568	1.362515311	0.953792327	1.402606822	1.095652857	0.985490992	1.441934921	1.337534482	0.905355475
ANKRD17	26.53515818	19.48866628	26.11748605	25.12685757	27.6940304	26.63849266	18.05828646	27.37414076	27.48896452	25.08734909
CKLF	9.364144716	11.06740193	8.998981255	10.20148913	8.790000223	9.500791233	13.18094202	9.566610446	8.770513238	9.649462549
LINC00051	2.493283151	3.065353572	2.264564989	3.910524577	2.589839274	2.374577753	2.324936714	2.233934501	2.732004934	3.718019837
GHDC	5.809990209	5.415446086	5.740271675	5.29361894	6.075106751	5.406752583	4.763258482	6.184999916	6.060432319	4.855456286
RPS7P3	0.78553439	1.095899989	0.73384839	0.994276848	1.067575125	0.832694363	1.464188387	1.007196331	0.722631006	1.28398528
MT-CO2	1756.450303	2117.562902	1735.860245	1974.874107	1950.142915	1763.163648	2039.267642	1972.501877	1833.536915	2185.866052
LTB4R2	2.18994387	1.566899123	2.11870397	1.921458929	2.597078476	2.223955161	1.622953728	2.089034267	2.316702485	1.900047213
DDRGK1	30.14329971	45.8003398	29.75405182	27.31639397	29.70038242	28.15208696	41.11945229	33.06112846	30.95268637	26.83044197
NSF	15.67124345	15.97610446	15.90388022	15.78161746	15.85682762	16.00579474	17.17337613	15.337157	15.72212709	16.71326392
AL008718.3	1.321459722	1.144075586	1.38360688	1.83829205	1.808392444	1.504556794	1.563293747	0.623950731	1.127640001	1.159986702
SGMS1	3.377142739	4.005294482	3.28592675	3.546727495	3.378536359	3.730946957	3.873633621	3.295926992	3.152132462	3.383736655
GSKIP	6.57275515	4.811466551	6.390610963	6.541183957	5.682804862	6.280423021	6.101305714	5.594034022	5.778957639	6.334342267
JAKMIP2	1.97906949	1.307092584	1.959146074	1.948745133	1.87726665	2.027703244	1.467634974	1.905578799	1.875353889	2.083785427
ERI1	14.70987425	7.888842363	13.68385215	12.74373203	13.4263039	14.87432221	9.434742287	13.06901448	13.41715562	11.89664162
OIP5	16.77027625	13.83090878	15.16207339	16.00184458	15.80528973	16.54493475	13.69206217	15.53720444	16.893845	15.94973666
AC004846.2	1.253619877	0.727152288	1.381381	1.380816071	1.369676902	1.154351075	0.645839502	1.374779474	1.789879303	1.384419993
WDR90	19.77820709	16.99338895	19.45933903	18.44786577	23.36586052	16.75179372	14.61449539	20.20262374	21.74063927	17.61807202
KDM1B	9.575972341	12.58108858	9.420067003	11.2951774	10.24200475	10.19665695	12.27450848	10.11812832	10.05455678	11.1774185
ZNF446	3.569154217	4.422595096	3.586018341	3.296372706	3.932123896	3.231010231	3.444789794	3.604540464	4.124031803	3.238518032
MT-TT	22.15206981	14.54868119	20.91148848	26.01768162	25.54173488	25.98799456	18.5286385	21.03025939	18.09862202	23.58252965
CLEC16A	8.30738366	13.05291463	8.258581288	9.865443833	9.095428196	7.711090212	11.35599908	8.835378668	8.871160653	9.365377074
DHTKD1	15.68942842	21.0003598	15.27179831	19.39992861	16.4321801	15.75598499	21.37885387	16.82942153	16.55055244	19.69069765
SRRM1	75.45336491	84.00458932	76.67372362	76.75070654	73.21321595	78.93286473	82.46318976	75.57951957	73.79718548	79.30074908
H2BC11	513.7725665	435.1074159	472.6366511	367.9744379	483.7449787	506.808259	428.1903345	542.7809804	466.5333437	400.2279732
OAT	18.73108488	12.48314351	19.37702757	16.33151066	18.55265195	19.53552044	12.91128357	18.00039717	17.91128696	17.00365663
PAFAH1B3	86.00814611	74.89559297	89.74779257	74.04239478	87.53228813	78.27355906	65.98788416	93.21244295	90.77939834	73.96623158
TOMM34	21.50763699	15.65698373	21.50718015	20.21532574	21.6839361	21.00496804	15.51487828	22.62082302	22.10245995	19.77425548
PLD6	3.315211082	2.235443268	3.223071437	2.080865181	3.167422514	3.131255652	2.260977836	3.230663439	2.919013392	1.90976347
CIAPIN1	31.94221485	20.14952123	31.83793419	26.97497813	32.79221281	31.60122295	19.94051892	34.03379552	33.26651064	26.46962233
SPA17	1.945979314	1.652522999	2.064087612	2.249197041	2.052666105	2.207346334	1.770560105	1.885247781	1.967095076	2.290596762
ZNF426	6.409005247	6.036500167	6.455127916	5.950454257	6.618807986	6.769325598	6.438988781	6.56678721	6.449618593	6.010246413
SLC19A2	6.506973689	4.160833035	6.604070172	4.823122298	6.241006647	6.570921507	4.83050976	6.016408648	6.545546986	4.684800483
SKAP1	11.61305732	21.17484058	11.70458016	15.35090755	12.28431232	11.72405082	20.29601654	12.9805423	11.82370278	15.10710205
QSOX2	13.95148171	12.56839757	13.40340346	14.32591305	14.47903211	13.41265082	12.23819112	13.64252817	14.01432138	14.42213193
SP110	10.66408606	8.387819665	10.63661755	8.53359719	10.92176163	11.43225733	7.979603144	10.74705254	10.85781945	8.151629202
BRD2	95.98545524	83.00820811	97.22609174	83.98762557	97.60013703	95.25979992	75.43460111	97.2612788	97.35860837	86.92808335
CD244	4.244089613	2.938212557	4.190679054	2.655359114	3.947514135	4.728693212	2.599207806	4.147584318	4.024037045	3.034562406
IFNAR2	10.14373541	16.57140856	10.82957405	13.48004768	12.04619849	10.83343105	16.98494572	10.97517538	10.81078926	13.12458343
JMY	5.547793453	7.759706595	5.419887504	6.23377886	5.609654832	5.701516929	8.207450816	4.963532867	5.234048099	6.017622306
SPC25	28.7170769	19.70333454	28.32398964	30.47994566	24.4251563	28.43074197	28.24627889	24.91165138	27.88116217	27.74632871
NRAS	37.77683185	29.78447541	37.15692907	38.24944304	35.18836567	38.57492431	33.64900976	34.38450265	35.61857432	36.30406216
LMAN2	74.41853425	87.20458447	75.5967028	69.02052202	76.31820223	70.83624693	82.16260788	81.35023929	77.42277001	68.85203915
ZNF671	5.363173138	5.829028581	5.475863725	4.458072659	5.985573419	5.90205919	6.076750915	5.852950166	5.840699675	4.631821972
STK11	21.59003918	27.51858117	21.95278794	21.87900928	22.31161421	18.77260876	23.86244301	22.24171925	22.16026521	21.65264992
ALDH4A1	3.948943193	5.998259303	4.103216452	5.105560825	4.21639459	4.18349367	5.460016124	4.386687701	4.193808895	4.613093552
SMIM8	3.330746075	2.428117508	3.044111841	3.113859276	3.153300602	3.530506613	2.603001577	2.643224233	3.143566532	2.863868403
RPL36	301.7595285	553.8936042	297.0304215	374.0786592	299.7618829	282.8249225	508.8395854	334.9729718	319.7111655	382.4366595
CAPG	84.32240361	90.59167156	86.62167723	66.72328329	102.9099718	83.10638685	81.15543663	109.998271	104.8729416	64.90574125
SIRPB1	1.741411556	1.116439764	1.700174178	1.331889164	1.885678771	1.462784646	1.112740596	2.079739069	1.85657781	1.277272568
CSNK1G2	48.65157728	51.67432383	47.23918256	45.60726377	47.38194341	42.34215568	47.01495348	50.57363143	49.76997667	44.5169105
TAOK1	17.04027773	19.54402581	16.38325706	21.42631841	17.53755875	16.86264651	21.95300927	16.05706303	17.43581535	21.04156851
UTP14A	29.54135713	9.707722337	31.34977517	16.81345291	29.04399449	32.17182929	8.714939329	31.09113889	30.26759243	17.54262032
NDUFV2	4.486385372	8.996772738	4.950580667	5.922557594	5.463956023	4.370151087	11.92461475	3.508232534	4.206630216	5.094746972
GIGYF2	13.84207719	14.0281134	14.06840428	15.53912355	14.96797106	14.34542765	13.47469638	15.11017319	14.94011128	16.21723644
RPS15	286.5778522	451.7862528	284.8174627	323.4420721	272.3345327	266.0013209	409.1933768	300.3072531	286.8261151	325.1204259
PSMB8-AS1	3.535264764	4.291856421	3.680793783	4.148736875	3.600375094	3.562511523	3.715068444	4.03880849	4.086137829	4.228298609
SNORD14A	19.32414601	7.203715931	19.06091428	16.62985835	17.02782325	22.99822527	9.650332552	15.35542749	15.62196848	21.92761529
PFKFB3	19.53417748	64.83294382	19.20932018	56.92931601	21.39427395	18.59074046	61.1529031	21.6049147	21.74209723	56.42584886
LTBP3	2.635071332	2.982348173	2.78173554	1.914312868	3.308843393	2.350217983	2.585016379	2.990855375	3.288991531	2.465595326
PMS2	9.229604934	6.875262006	9.09481097	8.73451229	8.787764663	8.72424332	7.063899422	8.85821983	8.842920098	8.554019352
NMT1	43.19103472	36.75195161	43.73041217	37.15102351	43.75477687	43.40173179	34.70953777	45.60472618	44.73731039	36.86231529
CHCHD2	466.7868097	417.9349745	483.4712174	464.645929	465.7790422	470.6123663	423.6943998	492.0295795	485.5063222	459.35813
AL132822.1	3.093137366	3.138874044	3.571283547	4.104395022	3.319263791	2.958836	3.837559144	2.798048064	2.191071508	3.871144705
U4	1.477073213	2.173066646	1.107181146	0.917003493	0.330765797	1.375962196	1.649629496	1.28389862	0.976983645	3.182527618
PARK7	138.2735691	107.4723178	142.0032449	131.1129886	136.6676142	147.4988219	112.7213644	141.0192321	139.3424007	135.2051817
GPR155	1.37986235	1.458605313	1.342241362	1.965604691	1.421963112	1.306824438	1.618714434	1.267589021	1.373995849	2.11922171
GTSE1	31.32657428	44.22624072	31.03728706	36.27716389	31.32423067	30.62318162	40.80120488	33.80660442	32.28418382	36.29660479
RECQL4	22.48128453	19.70457185	21.70719739	20.58835837	24.27168081	18.83658543	16.96239151	23.43378615	25.16848793	19.38025353
RPL13P5	1.682507596	3.595080355	2.200613272	2.079758184	2.354808658	1.775245484	2.979657617	1.903527022	2.119741983	2.042748951
DNM1	4.802147288	12.60920315	4.671390306	7.314671877	5.750985932	4.362569982	10.38827518	5.337915638	5.557600563	7.419847342
CCDC74A	9.906998859	19.0224311	9.498734723	13.10696925	10.59661716	8.823687208	15.81078464	10.2978155	11.08746637	12.68267163
SMARCC1	115.2512717	70.98923776	117.4360292	97.32284066	115.0694855	119.8303815	69.57838132	114.3944779	113.8573418	98.0342722
YARS1	63.87311814	38.87278582	65.10187331	53.21314644	50.88588002	64.93492168	36.73218826	53.10532059	52.0564911	52.40393085
AC027290.1	1.168563556	0.262653716	1.032345113	0.775853162	0.879536325	1.663094803	0.079754814	1.034546408	1.220220275	1.282216706
AC012073.1	13.30020322	8.528502084	14.26345098	10.34887686	12.62626786	14.01065168	9.26710635	13.51222184	13.97889008	8.849609739
PHF19	22.91283971	67.11811473	23.80902649	44.72008224	24.59182717	21.82309301	63.81453938	24.91332706	24.09751706	44.3245019
CCDC117	41.773625	23.80999082	42.75367946	37.17845965	41.21839153	42.3239287	27.11052051	39.32247218	40.05842438	37.39630523
MXD4	9.802458477	14.14163723	9.524241871	11.64437735	10.51241453	8.735844321	13.19274412	10.28363925	10.94496661	10.68570531
PPP1R10	33.00950988	36.7260788	34.09880905	31.60589958	33.13186624	32.79197184	33.60395117	32.96696455	31.88148214	31.00900829
BBS10	4.517703389	5.930255025	4.444904963	6.273333211	4.365635738	5.098541533	8.990388286	3.901353373	3.999252978	6.087654426
KIF3B	11.34889123	9.577517654	11.35882203	9.981634004	11.95599918	11.56679871	9.618774892	11.16441797	11.2917808	10.41086168
ZNF696	5.878859779	3.902702668	5.713022117	4.384976639	5.927901113	5.67302723	3.737483882	5.564755095	5.950937841	4.858513072
ASRGL1	23.62139978	14.70984233	23.81289534	16.59559191	23.4754832	23.21098419	14.42023261	24.02869998	24.57350581	16.82253255
HSD17B6	2.942950087	3.234779105	3.06491444	2.772613218	2.663221927	3.047166341	2.84384443	2.954946566	2.567720579	3.213425944
AC051619.5	1.87472073	2.540114037	1.741716896	1.780643548	2.016281592	2.048581411	1.816533186	1.739197122	1.66497717	1.251615903
ZNF394	6.510710792	8.069277838	6.545304322	7.013312641	6.749301779	7.074833564	8.23755485	6.532402696	6.76813901	7.183038691
POLR3A	17.34593035	12.79791602	17.39707729	14.77258292	18.01199912	17.64009109	12.42133576	17.82696147	17.90119299	14.80284593
AL118558.3	1.077470712	1.178168663	0.651731415	0.957053345	0.878721185	1.04440504	1.252128413	1.036400091	1.006410863	1.111967481
TMED10	91.08681326	72.93470617	90.56959649	89.73313806	82.65458132	95.8604537	83.78809057	79.34674696	83.05740028	85.14210172
AURKB	49.36212916	97.52286414	49.39291749	61.67643741	53.88317275	48.14221798	90.19290073	55.35609782	52.99084497	61.46541976
PARP12	14.64458685	13.44229823	14.62817343	13.32238975	14.69969846	13.88572092	13.85099038	14.74039713	14.16383737	12.85968707
PLBD2	8.976129342	7.05804057	9.347583914	8.348716263	9.976040171	8.743841654	6.580047097	10.02068524	10.17628369	8.824250903
KIAA2026	8.532405102	11.99026146	8.46742062	10.13401558	8.477679637	8.306830618	13.83184971	8.39648603	8.664821957	10.1746267
AC005586.2	2.114199288	1.813409831	2.361521603	2.406336313	1.825735109	2.009899038	1.462850101	2.23316937	2.53426384	1.983849389
